	gi|410491675|ref|YP_006906897.1|	gi|410491180|ref|YP_006906402.1|	gi|410491776|ref|YP_006906998.1|	gi|410490805|ref|YP_006906027.1|	gi|410491319|ref|YP_006906541.1|	gi|410491862|ref|YP_006907130.1|	gi|410491366|ref|YP_006906588.1|	gi|410491551|ref|YP_006906773.1|	gi|410507466|ref|YP_006907084.1|	gi|410491272|ref|YP_006906494.1|	gi|713322753|ref|YP_009102368.1|	gi|422934581|ref|YP_007004542.1|	gi|712914998|ref|YP_009102635.1|	gi|713322464|ref|YP_009098548.1|	gi|431811068|ref|YP_007238135.1|	gi|9634120|ref|NP_037662.1|	gi|9634165|ref|NP_037697.1|	gi|356870678|ref|YP_004934108.1|	gi|401817591|ref|YP_006590033.1|	gi|30387380|ref|NP_848209.1|	gi|155370097|ref|YP_512255.2|	gi|418487632|ref|YP_007001972.1|	gi|414088503|ref|YP_006988681.1|	gi|414089191|ref|YP_006989359.1|	gi|414088030|ref|YP_006988213.1|	gi|414089560|ref|YP_006989712.1|	gi|414088836|ref|YP_006989009.1|	gi|414089910|ref|YP_006990057.1|	gi|658607725|ref|YP_009044728.1|	gi|399528545|ref|YP_006560467.1|	gi|658607992|ref|YP_009044962.1|	gi|472437228|ref|YP_007676639.1|	gi|658607314|ref|YP_009044305.1|	gi|472438189|ref|YP_007677968.1|	gi|658607773|ref|YP_009044771.1|	gi|658607897|ref|YP_009044882.1|	gi|658607945|ref|YP_009044923.1|	gi|658607213|ref|YP_009044218.1|	gi|115315629|ref|YP_764315.1|	gi|9629654|ref|NP_044947.1|	gi|194097522|ref|YP_002003989.1|	gi|115315573|ref|YP_764260.1|	gi|115304211|ref|YP_762512.1|	gi|422934279|ref|YP_007004320.1|	gi|51236745|ref|YP_063714.1|	gi|24371584|ref|NP_720325.1|	gi|389060536|ref|YP_006383887.1|	gi|422934327|ref|YP_007004361.1|	gi|392972711|ref|YP_006488671.1|	gi|589892714|ref|YP_009009150.1|	gi|526003597|ref|YP_008239542.1|	gi|239507397|ref|YP_002939708.1|	gi|658310460|ref|YP_009042650.1|	gi|712916121|ref|YP_009103886.1|	gi|225626398|ref|YP_002727893.1|	gi|589287155|ref|YP_009008899.1|	gi|327198110|ref|YP_004306640.1|	gi|589893044|ref|YP_009004371.1|	gi|21716107|ref|NP_663670.1|	gi|658608066|ref|YP_009045030.1|	gi|526244907|ref|YP_008320235.1|	gi|589286628|ref|YP_009006566.1|	gi|589286244|ref|YP_009005233.1|	gi|56694901|ref|YP_164411.1|	gi|197261558|ref|YP_002154373.1|	gi|712912424|ref|YP_009099335.1|	gi|31544027|ref|NP_852752.1|	gi|327198524|ref|YP_004327111.1|	gi|571798129|ref|YP_008770508.1|	gi|568191533|ref|YP_008771319.1|	gi|56692920|ref|YP_164302.1|	gi|431809885|ref|YP_007236774.1|	gi|401723040|ref|YP_006589958.1|	gi|388570782|ref|YP_006383765.1|	gi|423262378|ref|YP_007010971.1|	gi|410490644|ref|YP_006905866.1|	gi|658311423|ref|YP_009044178.1|	gi|658608195|ref|YP_009045152.1|	gi|431810359|ref|YP_007237241.1|	gi|414090228|ref|YP_006990345.1|	gi|238801894|ref|YP_002925097.1|	gi|66391761|ref|YP_238485.1|	gi|273809772|ref|YP_003344847.1|	gi|118430761|ref|YP_873986.1|	gi|526178059|ref|YP_008241884.1|	gi|388570350|ref|YP_006382290.1|	gi|189427163|ref|YP_001949839.1|	gi|215401205|ref|YP_002332510.1|	gi|431809503|ref|YP_007236397.1|	gi|157311160|ref|YP_001469205.1|	gi|16798784|ref|NP_463462.1|	gi|658607661|ref|YP_009044672.1|	gi|90592609|ref|YP_529869.1|	gi|23455798|ref|NP_695171.1|	gi|589286245|ref|YP_009005234.1|	gi|62909765|ref|YP_227604.1|	gi|560185958|ref|YP_008853724.1|	gi|593779760|ref|YP_009017588.1|	gi|23505446|ref|NP_700374.1|	gi|418489384|ref|YP_007003201.1|	gi|77999989|ref|YP_358759.1|	gi|48697259|ref|YP_025026.1|	gi|219563198|ref|YP_002455790.1|	gi|281416386|ref|YP_003347410.1|	gi|9632896|ref|NP_049925.1|	gi|418489801|ref|YP_007003553.1|	gi|30089891|ref|NP_839921.1|	gi|589893763|ref|YP_009010472.1|	gi|281416464|ref|YP_003347384.1|	gi|589286873|ref|YP_009007068.1|	gi|418487841|ref|YP_007002072.1|	gi|418487691|ref|YP_007002014.1|	gi|62362370|ref|YP_224235.1|	gi|389060403|ref|YP_006383610.1|	gi|422935503|ref|YP_007005399.1|	gi|81343947|ref|YP_398963.1|	gi|45686308|ref|YP_003891.1|	gi|330858470|ref|YP_004414845.1|	gi|712912864|ref|YP_009099719.1|	gi|399529107|ref|YP_006561152.1|	gi|422936742|ref|YP_007007009.1|	gi|526176468|ref|YP_008240294.1|	gi|414090193|ref|YP_006990310.1|	gi|41179311|ref|NP_958529.1|	gi|410491821|ref|YP_006907043.1|	gi|388604638|ref|YP_006382530.1|	gi|589287064|ref|YP_009007857.1|	gi|448260094|ref|YP_007237471.1|	gi|568191883|ref|YP_008771667.1|	gi|609216899|ref|YP_008770876.1|	gi|460042513|ref|YP_007517943.1|	gi|113200616|ref|YP_717779.1|	gi|557307673|ref|YP_008767000.1|	gi|557307849|ref|YP_008767172.1|	gi|392972774|ref|YP_006488733.1|	gi|643319056|ref|YP_009036372.1|	gi|41179239|ref|NP_958578.1|	gi|422935567|ref|YP_007005468.1|	gi|410491651|ref|YP_006906873.1|	gi|418487072|ref|YP_007001466.1|	gi|116222004|ref|YP_794059.1|	gi|589890684|ref|YP_009006539.1|	gi|167600488|ref|YP_001671987.1|	gi|557307465|ref|YP_008766810.1|	gi|563399074|ref|YP_008858919.1|	gi|563399591|ref|YP_008859431.1|	gi|356870601|ref|YP_004934031.1|	gi|526177162|ref|YP_008241011.1|	gi|526177519|ref|YP_008241351.1|	gi|526177094|ref|YP_008240947.1|	gi|589893826|ref|YP_009010711.1|	gi|526177931|ref|YP_008241758.1|	gi|13559865|ref|NP_112075.1|	gi|53793590|ref|YP_112490.1|	gi|658310639|ref|YP_009042880.1|	gi|658607525|ref|YP_009044543.1|	gi|9632419|ref|NP_049391.1|	gi|526178334|ref|YP_008242156.1|	gi|89152480|ref|YP_512311.1|	gi|85701380|ref|YP_459965.1|	gi|418489112|ref|YP_007002966.1|	gi|20065964|ref|NP_612830.1|	gi|215401145|ref|YP_002332400.1|	gi|509139913|ref|YP_008058799.1|	gi|156603993|ref|YP_001429939.1|	gi|12719429|ref|NP_075500.1|	gi|148727154|ref|YP_001285648.1|	gi|109289941|ref|YP_655473.1|	gi|525972259|ref|YP_008239783.1|	gi|589891998|ref|YP_009008365.1|	gi|431809797|ref|YP_007236687.1|	gi|460042902|ref|YP_007518356.1|	gi|281416253|ref|YP_003347602.1|	gi|658607811|ref|YP_009044802.1|	gi|126011093|ref|YP_001039918.1|	gi|90592638|ref|YP_529552.1|	gi|589892181|ref|YP_009008546.1|	gi|167832346|ref|YP_001686737.1|	gi|213163901|ref|YP_002321453.1|	gi|658307382|ref|YP_009043080.1|	gi|281416361|ref|YP_003347495.1|	gi|281416254|ref|YP_003347603.1|	gi|326536848|ref|YP_004306102.1|	gi|17488504|ref|NP_510982.1|	gi|422935795|ref|YP_007005694.1|	gi|712915294|ref|YP_009102786.1|	gi|389060323|ref|YP_006383454.1|	gi|333798108|ref|YP_004508379.1|	gi|134287336|ref|YP_001110719.1|	gi|209901238|ref|YP_002290877.1|	gi|414090366|ref|YP_006990479.1|
gi|526177931|ref|YP_008241758.1|	 14.29	 14.29	 13.33	 13.33	 13.33	 13.33	 13.33	 13.33	 13.33	 13.33	 12.50	 12.00	 12.00	 12.00	 13.16	 15.79	 15.79	 15.79	5.41	5.88	4.11	2.00	6.45	6.45	9.68	 12.90	 12.90	 12.90	 16.00	 16.00	 16.00	 16.00	 16.00	 16.00	 12.00	 12.00	 12.00	 12.00	 12.16	 10.81	 12.16	 12.16	 10.81	5.45	 10.91	9.09	9.09	3.39	3.39	0.00	7.27	7.27	9.26	 11.11	 11.11	9.26	 11.11	 11.11	0.00	 14.29	 12.12	 10.64	 10.64	 16.67	 11.32	 12.50	7.69	 13.79	6.67	6.67	 14.55	 15.25	 17.46	8.00	8.00	3.85	3.85	3.85	8.00	 12.90	 10.34	9.68	9.68	 17.24	 17.24	 17.24	 13.04	 11.76	 14.29	 12.12	7.41	7.41	7.41	 11.11	8.42	 18.18	 13.04	8.70	 14.58	4.44	8.51	 10.64	4.26	 20.00	 10.87	 11.11	 15.22	4.00	8.00	6.52	6.67	6.67	4.55	6.56	6.90	3.45	3.39	3.39	 10.42	6.25	8.33	4.17	4.17	4.00	3.23	3.23	3.23	8.47	7.27	7.27	 16.67	 13.33	9.80	8.00	2.78	2.78	0.00	8.33	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	 17.93	 27.89	 27.89	 27.89	 32.21	100.00	 34.38	 36.76	 14.81	 14.81	 13.68	 10.94	8.20	8.20	 12.90	 11.94	 11.11	 11.11	 11.76	 11.76	 11.90	5.19	5.19	5.41	2.70	 10.14	 17.07	6.52	 10.87	 15.00	3.33	 11.76	6.67	 14.63	 14.77	 17.65	 12.50	5.88	 11.96	 10.42	 10.34	 13.33	9.52	8.33	8.33
gi|13559865|ref|NP_112075.1|	16.00	 16.00	 11.11	 14.81	 11.11	 11.11	 14.81	 14.81	 14.81	 14.81	 20.00	 16.67	 16.67	 16.67	 15.38	 15.38	 15.38	 15.38	9.09	 22.22	 11.11	 11.36	 11.11	 14.81	 14.81	 14.81	 14.81	 14.81	 12.00	 12.00	 12.00	 12.00	 12.00	 12.00	 12.00	 12.00	 12.00	 12.00	7.58	7.58	7.58	7.58	7.58	8.16	6.38	6.38	6.38	 12.00	 12.00	 50.00	9.09	9.09	9.30	6.98	6.98	6.98	6.98	6.98	7.69	 11.11	 11.11	7.32	7.32	9.09	 14.13	9.78	3.03	0.00	7.50	7.50	 16.00	 13.21	 15.79	 10.00	 10.00	4.17	4.17	4.17	 13.04	7.41	 11.11	 11.11	 11.11	 18.52	 18.52	 18.52	 13.64	9.38	 15.38	 16.13	 16.00	 12.00	 12.00	 20.00	 10.00	 11.90	 13.64	 11.36	 19.57	4.65	 11.11	 11.11	6.67	 14.29	9.09	9.30	 11.36	4.44	6.98	2.44	2.50	2.50	0.00	4.08	2.13	8.51	0.00	0.00	 11.36	9.30	4.65	4.65	4.65	0.00	0.00	3.85	3.85	7.27	 12.00	 12.00	6.90	 13.33	6.82	6.82	3.03	3.03	1.96	9.09	6.98	6.98	6.98	5.56	6.67	6.67	5.00	5.00	 15.57	 27.56	 27.56	 27.56	 34.88	 34.38	100.00	 33.58	 14.00	 14.00	 21.62	 12.90	 10.17	 10.17	 16.95	 15.62	7.69	7.69	8.11	8.11	 14.46	 13.70	 13.70	 11.43	8.82	 12.50	7.14	4.88	6.82	 17.86	7.27	 16.92	 13.04	9.38	 13.58	 11.76	 13.16	8.70	 12.79	 11.63	 10.00	9.88	8.97	8.97	8.97
gi|53793590|ref|YP_112490.1|	4.00	4.00	 13.51	 13.51	 13.51	 13.51	 13.51	 13.51	 13.51	 13.51	0.00	 17.65	 17.65	 17.65	6.67	 10.00	 10.00	 10.00	0.00	8.16	7.46	4.17	 12.50	 25.00	 25.00	 25.00	 25.00	 25.00	7.69	7.69	7.69	7.69	7.69	7.69	7.69	 11.54	 11.54	 11.54	 10.84	9.64	 12.05	 12.05	 10.84	 10.00	8.62	8.62	8.62	7.41	7.41	-nan	8.00	8.00	 10.20	 12.24	 12.24	 10.20	 10.20	 12.24	3.45	6.90	6.90	7.95	7.95	 11.96	 11.58	 10.53	0.00	0.00	2.22	2.22	5.45	6.90	3.23	8.00	8.00	6.90	6.90	6.90	3.57	6.25	9.38	9.38	9.38	9.38	9.38	9.38	8.16	5.41	 12.90	 13.89	6.67	6.67	 10.00	 13.33	 11.32	 13.33	 10.64	 10.64	 20.41	4.35	8.33	 10.42	 14.58	 14.29	8.51	6.52	 19.15	6.67	3.45	5.45	5.56	5.56	5.66	6.06	9.38	 12.50	9.23	9.23	 15.00	8.47	8.47	8.47	8.47	5.56	6.98	6.98	6.98	7.58	8.20	8.20	 20.00	 12.90	1.69	3.39	8.16	8.16	5.88	7.69	6.67	6.67	6.67	5.26	0.00	0.00	0.00	0.00	 16.92	 21.21	 21.21	 21.21	 31.34	 36.76	 33.58	100.00	 12.73	 12.73	 15.00	 15.00	 10.71	 10.71	 14.29	8.20	 13.51	 13.51	 14.29	 14.29	 16.00	8.70	8.70	 10.11	 12.50	9.64	 11.11	5.66	 10.71	 18.42	 10.91	 13.64	4.05	 10.00	 12.66	 13.33	 12.66	6.25	 16.33	9.30	 10.26	 11.39	 10.67	 10.67	 10.67
gi|658310639|ref|YP_009042880.1|	5.88	5.88	9.09	9.09	9.09	9.09	9.09	9.09	9.09	9.09	 14.29	 10.00	 10.00	 10.00	 23.81	 23.81	 23.81	 23.81	 21.74	6.25	 13.95	 12.50	 23.08	7.69	7.69	 15.38	 15.38	 15.38	 33.33	 33.33	 33.33	 33.33	 33.33	 33.33	0.00	0.00	0.00	0.00	4.65	4.65	4.65	4.65	4.65	4.08	2.13	2.13	2.13	 12.00	 12.00	 22.22	4.35	4.35	 20.00	 12.00	 12.00	 12.00	 12.00	 12.00	7.69	5.56	5.56	6.45	6.45	4.76	3.85	3.85	 20.00	0.00	0.00	0.00	 13.64	3.70	9.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 16.92	 10.00	 10.00	 10.53	 10.00	5.00	 15.00	 15.00	 20.00	0.00	 10.00	 20.00	 10.00	9.09	 13.89	4.35	0.00	0.00	3.45	3.70	9.26	3.70	5.56	5.56	2.22	 10.87	 10.87	 11.11	 11.11	 10.00	5.88	8.82	5.88	8.82	8.82	8.82	0.00	 10.00	4.44	4.55	9.38	9.38	 17.31	8.33	5.71	5.71	5.71	0.00	7.69	7.69	 10.00	0.00	 12.07	 10.91	 10.91	 10.91	 14.29	 14.81	 14.00	 12.73	100.00	100.00	 20.43	 18.75	6.25	6.25	9.38	3.23	0.00	0.00	0.00	0.00	 11.11	6.90	6.90	3.70	4.17	9.52	 13.79	 19.05	4.76	 10.00	8.70	8.33	 13.64	 16.67	8.33	 42.86	7.14	 13.33	4.76	5.88	 10.00	2.70	6.90	6.90	6.90
gi|658607525|ref|YP_009044543.1|	5.88	5.88	9.09	9.09	9.09	9.09	9.09	9.09	9.09	9.09	 14.29	 10.00	 10.00	 10.00	 23.81	 23.81	 23.81	 23.81	 21.74	6.25	 13.95	 12.50	 23.08	7.69	7.69	 15.38	 15.38	 15.38	 33.33	 33.33	 33.33	 33.33	 33.33	 33.33	0.00	0.00	0.00	0.00	4.65	4.65	4.65	4.65	4.65	4.08	2.13	2.13	2.13	 12.00	 12.00	 22.22	4.35	4.35	 20.00	 12.00	 12.00	 12.00	 12.00	 12.00	7.69	5.56	5.56	6.45	6.45	4.76	3.85	3.85	 20.00	0.00	0.00	0.00	 13.64	3.70	9.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 16.92	 10.00	 10.00	 10.53	 10.00	5.00	 15.00	 15.00	 20.00	0.00	 10.00	 20.00	 10.00	9.09	 13.89	4.35	0.00	0.00	3.45	3.70	9.26	3.70	5.56	5.56	2.22	 10.87	 10.87	 11.11	 11.11	 10.00	5.88	8.82	5.88	8.82	8.82	8.82	0.00	 10.00	4.44	4.55	9.38	9.38	 17.31	8.33	5.71	5.71	5.71	0.00	7.69	7.69	 10.00	0.00	 12.07	 10.91	 10.91	 10.91	 14.29	 14.81	 14.00	 12.73	100.00	100.00	 20.43	 18.75	6.25	6.25	9.38	3.23	0.00	0.00	0.00	0.00	 11.11	6.90	6.90	3.70	4.17	9.52	 13.79	 19.05	4.76	 10.00	8.70	8.33	 13.64	 16.67	8.33	 42.86	7.14	 13.33	4.76	5.88	 10.00	2.70	6.90	6.90	6.90
gi|9632419|ref|NP_049391.1|	 6.90	8.62	6.15	6.15	6.15	6.15	6.15	6.15	6.15	6.15	8.93	 12.90	 12.90	 12.90	 10.94	 12.50	 12.50	 12.50	5.63	7.14	7.14	6.02	 17.19	 14.49	 11.59	 11.59	 11.59	 11.59	 15.69	 17.65	 17.65	 17.65	 17.65	 17.65	9.80	9.80	9.80	9.80	8.45	8.45	8.45	8.45	8.45	6.52	4.44	4.44	4.44	9.09	9.09	 10.71	5.63	5.63	 11.27	9.33	9.33	9.33	8.00	 10.67	5.13	8.70	 11.11	8.00	8.00	 11.50	 11.20	9.45	7.55	 10.26	8.62	8.62	 13.10	7.50	 11.90	2.86	2.86	4.26	4.26	4.26	 12.90	7.69	8.16	4.17	4.17	9.09	9.09	9.09	9.68	8.89	6.98	6.38	5.45	3.64	1.92	8.00	7.34	7.32	 12.79	3.66	9.41	5.95	4.40	5.49	5.56	 10.91	 10.34	6.90	 11.24	8.97	8.70	7.81	4.29	4.29	5.63	5.19	2.70	7.04	6.67	6.67	5.26	5.10	5.62	4.55	4.55	4.35	5.00	3.45	3.45	 14.12	 14.63	 14.63	 10.94	 10.81	 11.43	 10.14	5.63	5.63	 13.21	5.13	 12.09	 12.09	 12.09	5.08	1.96	1.96	4.55	4.55	 20.00	 11.11	 10.32	 10.32	 13.08	 13.68	 21.62	 15.00	 20.43	 20.43	100.00	 11.22	7.37	7.37	 11.11	8.91	 13.04	 13.04	 12.70	 14.29	 10.78	5.94	5.94	5.88	8.11	 14.47	7.81	5.36	5.08	9.33	3.23	4.40	4.21	7.55	8.33	 11.67	 12.24	 13.33	 10.61	 12.50	 15.27	8.82	 12.88	 12.21	 12.21
gi|526178334|ref|YP_008242156.1|	 10.42	8.33	 10.42	8.33	 10.42	8.33	8.33	8.33	8.33	8.33	6.67	6.98	6.98	6.98	 11.63	 11.63	 11.63	 11.63	9.09	 11.11	8.45	9.26	 10.53	 10.00	7.50	 10.00	 10.00	 10.00	5.71	5.71	5.71	5.71	5.71	5.71	8.57	8.57	8.57	8.57	6.25	6.25	6.25	6.25	9.38	 10.67	8.00	9.33	9.33	 11.32	 11.32	 20.00	 10.00	 10.00	 10.20	9.62	9.62	9.62	 13.46	 13.46	4.55	0.00	0.00	8.43	8.43	8.51	8.65	8.74	 12.12	 12.50	7.32	7.32	 10.00	 10.20	8.70	5.56	0.00	9.09	9.09	9.09	3.45	3.85	3.85	3.85	3.85	 10.34	 10.34	 10.34	 10.42	 11.76	5.88	3.45	8.57	 11.43	7.14	7.14	8.47	 20.00	 23.08	 15.38	 17.50	 11.76	8.70	8.70	 14.58	 14.89	 14.58	 22.92	 16.67	5.71	7.04	8.70	7.14	7.14	2.82	8.00	4.17	6.25	2.08	2.08	5.36	 12.07	 10.71	 10.71	 10.71	8.82	3.12	7.14	7.14	7.14	6.45	6.45	8.82	8.57	8.33	4.17	3.70	3.77	8.82	 12.90	9.09	9.09	9.09	2.50	 11.90	 11.90	 10.87	6.67	9.52	 10.61	 10.61	 10.61	8.70	 10.94	 12.90	 15.00	 18.75	 18.75	 11.22	100.00	 17.48	 17.48	 19.18	 18.24	 20.43	 20.43	 19.32	 19.32	 10.47	2.56	2.56	4.55	3.23	 12.77	 10.67	 12.96	 11.29	8.51	 10.13	7.07	 14.77	 11.54	 16.54	 16.67	 17.44	9.62	 11.48	 13.43	 12.61	 10.66	9.40	7.69	7.69
gi|89152480|ref|YP_512311.1|	16.67	 19.05	 19.05	 21.43	 16.67	 21.43	 16.67	 21.43	 19.05	 19.05	6.90	7.50	7.50	7.50	 13.95	 13.95	 13.95	 13.95	4.76	8.51	2.99	4.26	5.56	5.26	5.26	5.26	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	9.68	 12.90	 12.90	 12.90	6.25	6.25	6.25	6.25	3.12	 18.03	 21.31	 21.31	 21.31	 18.37	 18.37	 37.50	 29.55	 29.55	 30.23	 26.67	 26.67	 26.67	 28.89	 28.89	4.76	0.00	0.00	 10.13	 10.13	6.90	8.00	7.92	 10.00	4.17	 10.26	 10.26	 11.76	 14.81	 15.69	 11.76	0.00	9.09	9.38	9.38	 10.34	8.70	4.35	0.00	0.00	7.41	7.41	7.41	9.62	6.25	6.67	2.94	3.12	3.12	8.00	8.00	5.36	 17.95	 28.57	 24.32	 21.05	 31.25	 25.58	 23.26	 20.45	 13.64	 13.64	 13.64	 18.18	 13.56	5.00	7.02	 10.53	 10.53	 10.17	2.70	2.86	8.57	8.57	8.57	6.25	8.16	6.38	4.35	4.35	 11.54	3.57	4.17	0.00	 13.33	 12.73	 12.73	 10.00	 11.76	5.71	0.00	5.13	 10.53	8.93	0.00	 15.09	 15.09	 15.09	 11.76	8.57	8.57	 14.29	 11.76	 10.13	8.82	8.82	8.82	6.94	8.20	 10.17	 10.71	6.25	6.25	7.37	 17.48	100.00	100.00	 28.75	 24.68	 12.37	 12.37	 13.19	 13.19	9.23	 11.29	 11.29	6.12	 15.62	 15.09	9.23	5.36	7.81	 11.63	 18.52	6.38	 11.36	7.41	 13.01	 10.00	9.88	 13.73	 12.00	 13.33	 16.16	 11.93	 14.95	 13.89	 13.89
gi|85701380|ref|YP_459965.1|	16.67	 19.05	 19.05	 21.43	 16.67	 21.43	 16.67	 21.43	 19.05	 19.05	6.90	7.50	7.50	7.50	 13.95	 13.95	 13.95	 13.95	4.76	8.51	2.99	4.26	5.56	5.26	5.26	5.26	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	9.68	 12.90	 12.90	 12.90	6.25	6.25	6.25	6.25	3.12	 18.03	 21.31	 21.31	 21.31	 18.37	 18.37	 37.50	 29.55	 29.55	 30.23	 26.67	 26.67	 26.67	 28.89	 28.89	4.76	0.00	0.00	 10.13	 10.13	6.90	8.00	7.92	 10.00	4.17	 10.26	 10.26	 11.76	 14.81	 15.69	 11.76	0.00	9.09	9.38	9.38	 10.34	8.70	4.35	0.00	0.00	7.41	7.41	7.41	9.62	6.25	6.67	2.94	3.12	3.12	8.00	8.00	5.36	 17.95	 28.57	 24.32	 21.05	 31.25	 25.58	 23.26	 20.45	 13.64	 13.64	 13.64	 18.18	 13.56	5.00	7.02	 10.53	 10.53	 10.17	2.70	2.86	8.57	8.57	8.57	6.25	8.16	6.38	4.35	4.35	 11.54	3.57	4.17	0.00	 13.33	 12.73	 12.73	 10.00	 11.76	5.71	0.00	5.13	 10.53	8.93	0.00	 15.09	 15.09	 15.09	 11.76	8.57	8.57	 14.29	 11.76	 10.13	8.82	8.82	8.82	6.94	8.20	 10.17	 10.71	6.25	6.25	7.37	 17.48	100.00	100.00	 28.75	 24.68	 12.37	 12.37	 13.19	 13.19	9.23	 11.29	 11.29	6.12	 15.62	 15.09	9.23	5.36	7.81	 11.63	 18.52	6.38	 11.36	7.41	 13.01	 10.00	9.88	 13.73	 12.00	 13.33	 16.16	 11.93	 14.95	 13.89	 13.89
gi|418489112|ref|YP_007002966.1|	 11.11	 11.11	8.89	8.89	 11.11	8.89	 11.11	8.89	 11.11	 11.11	 18.18	 17.78	 17.78	 17.78	8.51	 10.64	 10.64	 10.64	6.82	8.00	5.63	8.00	 17.95	4.76	7.14	4.76	4.76	4.76	 11.76	 11.76	 11.76	 11.76	 11.76	 11.76	 14.71	 17.65	 17.65	 17.65	3.03	3.03	3.03	3.03	3.03	 16.67	 15.15	 16.67	 16.67	 14.29	 14.29	 20.83	 15.91	 15.91	 23.26	8.70	8.70	8.70	 15.22	 15.22	4.76	 11.76	 11.76	8.75	8.75	 10.23	 10.89	 10.78	 12.50	4.17	5.13	5.13	9.43	7.41	5.88	5.00	0.00	5.41	5.56	5.56	3.45	7.69	3.85	4.17	4.17	 11.11	 11.11	 11.11	 11.54	6.25	6.67	5.88	5.56	5.56	6.90	 13.79	 15.79	 25.64	 25.64	 24.32	 28.95	 24.24	 19.15	 19.15	 23.40	 20.00	 19.57	 21.74	 25.53	5.00	8.20	5.17	6.90	6.90	5.00	 13.16	 11.11	8.33	8.33	8.33	8.33	5.88	 10.64	 10.87	 10.87	7.69	0.00	4.17	0.00	4.92	5.36	5.36	 10.00	 14.71	 12.82	 13.16	7.32	 10.00	 12.50	6.25	5.66	5.66	5.66	8.82	 14.29	 14.29	 14.29	5.88	9.76	 14.71	 14.71	 14.71	 12.50	 12.90	 16.95	 14.29	9.38	9.38	 11.11	 19.18	 28.75	 28.75	100.00	 24.20	 18.56	 18.56	 18.68	 18.68	9.09	4.76	4.76	6.00	6.06	 11.11	9.09	 12.28	 10.77	 13.64	 17.07	 13.13	 14.61	6.90	 15.87	 16.39	 13.41	5.88	 11.88	9.84	 10.00	 12.73	 12.73	 10.00	 10.00
gi|20065964|ref|NP_612830.1|	11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 13.79	 14.63	 14.63	 14.63	 18.60	 18.60	 18.60	 18.60	4.44	2.00	0.00	0.00	 22.22	 13.16	 13.16	 15.79	 15.79	 15.79	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 13.89	 13.89	 13.89	 13.89	6.06	6.06	6.06	6.06	9.09	9.84	 11.48	 11.48	 11.48	 20.75	 20.75	 47.62	 16.33	 16.33	 17.02	 18.00	 18.00	 18.00	 14.00	 14.00	4.76	6.25	6.25	 11.11	 11.11	 11.96	 17.48	 17.48	 10.00	0.00	9.30	9.30	 11.11	 10.34	9.09	5.26	5.56	8.57	8.82	8.82	6.90	7.41	7.41	7.41	7.41	3.45	3.45	3.45	 10.71	2.78	9.38	5.56	5.88	 11.76	 11.11	 11.11	8.93	 11.36	 11.36	 13.95	 27.27	 13.16	 10.00	 10.00	 15.38	 16.00	 15.69	 17.65	 21.15	8.33	6.56	6.78	6.67	6.67	1.69	2.70	2.86	5.71	5.71	5.71	 13.46	3.64	1.89	3.85	3.85	7.69	6.67	7.69	 11.54	 10.29	 11.67	 11.67	5.56	7.89	2.50	5.13	7.69	 13.16	 11.48	9.38	 20.00	 20.00	 20.00	 22.22	 10.81	 10.81	7.14	 19.51	 10.98	 11.43	 12.86	 12.86	 10.67	 11.94	 15.62	8.20	3.23	3.23	8.91	 18.24	 24.68	 24.68	 24.20	100.00	 27.62	 27.62	 28.28	 28.28	9.72	7.94	7.94	2.00	9.09	9.26	 10.45	 11.29	 12.86	 15.91	 12.50	9.00	 14.13	 16.07	 17.97	 14.06	 12.79	 16.36	 15.89	7.69	 11.88	 10.81	 15.18	 15.32	 15.32
