qgi	qlen	sgi	sacc	slen	pident	nident	bitscore	evalue	staxids	superkingdom	phylum	class	order	family	genus	species	queryDesc	hostTaxid	hostInfo	condensedHostInfo	hostSpecies	virusTaxid	virusInfo	hitProtDesc	hitOrgDesc	numberOfProteins	numberOfHomologousProteins	fractionOfHomologousProteins
gi|448260694|ref|YP_007348788.1|	131	1252953881	WP_096864264	130	65.89	85	166.0	2e-49	587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri	hypothetical protein KP27_166	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	1129147	Klebsiella phage KP27	peptidase M15	Providencia rettgeri	276	138	0.5
gi|448260704|ref|YP_007348798.1|	389	497940116	WP_010254272	368	39.55	142	248.0	2e-74	88058	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia	hypothetical protein KP27_176	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	1129147	Klebsiella phage KP27	radical SAM protein	Treponema primitia	276	138	0.5
gi|448260717|ref|YP_007348811.1|	175	1167869871	WP_080167963	171	46.47	79	157.0	9.000000000000001e-45	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	hypothetical protein KP27_190	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	1129147	Klebsiella phage KP27	DUF262 domain-containing protein	Salmonella enterica	276	138	0.5
gi|281416289|ref|YP_003347529.1|	143	1160927161	WP_079768589	130	78.21	61	131.0	1e-35	1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	hypothetical protein	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	674082	Klebsiella phage KP32	DUF3310 domain-containing protein	Clostridioides difficile	44	31	0.7045454545454546
gi|282554657|ref|YP_003347674.1|	345	890832355	WP_048901919	335	45.36	132	275.0	3.999999999999999e-86	633	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis	hypothetical protein	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	674081	Klebsiella phage KP34	phosphoesterase	Yersinia pseudotuberculosis	57	25	0.43859649122807015
gi|282554664|ref|YP_003347681.1|	144	1264483558	WP_098020854	136	42.34	58	98.6	6e-23	1851544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	Orrella dioscoreae	hypothetical protein	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	674081	Klebsiella phage KP34	HNH endonuclease	Orrella dioscoreae	57	25	0.43859649122807015
gi|282554610|ref|YP_003347627.1|	72	739089808	WP_036960795	76	69.57	48	109.0	4.0000000000000003e-29	126385	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia alcalifaciens	hypothetical protein	573	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella Klebsiella pneumoniae	Proteobacteria Gammaproteobacteria Enterobacteriales	Klebsiella pneumoniae	674081	Klebsiella phage KP34	DUF3310 domain-containing protein	Providencia alcalifaciens	57	25	0.43859649122807015
gi|212671394|ref|YP_002308393.1|	121	1160927161	WP_079768589	130	71.26	62	128.0	9e-35	1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	hypothetical protein Kvp1_gp12	580	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Kluyvera Kluyvera cryocrescens	Proteobacteria Gammaproteobacteria Enterobacteriales	Kluyvera cryocrescens	47049	Kluyvera phage Kvp1	DUF3310 domain-containing protein	Clostridioides difficile	47	36	0.7659574468085106
gi|212671406|ref|YP_002308405.1|	59	506512770	WP_015980071	60	76.79	43	96.3	2.9999999999999996e-24	1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	hypothetical protein Kvp1_gp24	580	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Kluyvera Kluyvera cryocrescens	Proteobacteria Gammaproteobacteria Enterobacteriales	Kluyvera cryocrescens	47049	Kluyvera phage Kvp1	host recBCD nuclease inhibitor	Clostridioides difficile	47	36	0.7659574468085106
gi|22296544|ref|NP_680504.1|	225	1248835595	WP_096772515	225	91.56	206	363.0	2.999999999999999e-124	1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	hypothetical protein A2p22	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	transcriptional regulator	Lactobacillus paracasei	61	57	0.9344262295081968
gi|22296549|ref|NP_680509.1|	96	506500602	WP_015968175	96	100.0	96	198.0	5e-63	1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	hypothetical protein A2p30	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	DUF771 domain-containing protein	Lactobacillus paracasei	61	57	0.9344262295081968
gi|22296559|ref|NP_680519.1|	97	640583624	WP_025013671	108	98.97	96	201.0	4.999999999999999e-64	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		hypothetical protein A2p40	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	MULTISPECIES: VRR-NUC domain-containing protein	Lactobacillus	61	57	0.9344262295081968
gi|22296562|ref|NP_680522.1|	111	868587212	WP_048487206	111	96.4	107	216.0	5.999999999999999e-70	47715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rhamnosus	hypothetical protein A2p43	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	endonuclease	Lactobacillus rhamnosus	61	57	0.9344262295081968
gi|22296563|ref|NP_680523.1|	168	511754713	WP_016388301	168	80.95	136	270.0	1.9999999999999997e-89	1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	hypothetical protein A2p44	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	DUF1642 domain-containing protein	Lactobacillus paracasei	61	57	0.9344262295081968
gi|22296572|ref|NP_680532.1|	153	516684302	WP_018041432	153	97.39	149	314.0	3.9999999999999994e-107	1582	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei	hypothetical protein A2p53	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	autolysin regulatory protein arpU	Lactobacillus casei	61	57	0.9344262295081968
gi|22296582|ref|NP_680542.1|	123	489757436	WP_003661403	264	98.85	86	183.0	8e-55	1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	hypothetical protein A2p63	1582	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei group Lactobacillus casei	Firmicutes Bacilli Lactobacillales	Lactobacillus casei	51369	Lactobacillus phage A2	HNH endonuclease	Lactobacillus paracasei	61	57	0.9344262295081968
gi|418488160|ref|YP_007002347.1|	98	1219264056	WP_089280863	98	54.64	53	105.0	1e-26	312168	Bacteria	Firmicutes	Clostridia	Clostridiales		Anaerovirgula	Anaerovirgula multivorans	hypothetical protein	1585	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. bulgaricus	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. bulgaricus	508419	Lactobacillus phage c5	phage gp6-like head-tail connector protein	Anaerovirgula multivorans	50	30	0.6
gi|418488199|ref|YP_007002389.1|	126	918103533	WP_052330576	131	41.6	52	99.0	2e-23	1414720	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	hypothetical protein	1585	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. bulgaricus	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. bulgaricus	508419	Lactobacillus phage c5	HNH endonuclease	Clostridium saudiense	50	30	0.6
gi|418489119|ref|YP_007002973.1|	119	503205074	WP_013439735	119	90.68	107	224.0	6.999999999999998e-73	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	phage protein (DNA packaging)	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|418489140|ref|YP_007002996.1|	128	503205059	WP_013439720	165	98.4	123	248.0	2.9999999999999994e-81	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	SHOCT domain-containing protein	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|418489142|ref|YP_007002998.1|	131	737190023	WP_035175686	122	47.11	57	122.0	1.9999999999999998e-32	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	ImmA/IrrE family metallo-endopeptidase	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|418489152|ref|YP_007003008.1|	182	503205105	WP_013439766	180	98.35	179	365.0	2e-126	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	DUF669 domain-containing protein	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|418489156|ref|YP_007003012.1|	112	754197628	WP_041811855	112	98.21	110	228.0	1e-74	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	VRR-NUC domain-containing protein	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|418489168|ref|YP_007003024.1|	90	503205094	WP_013439755	90	96.67	87	179.0	8e-56	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	DUF1599 domain-containing protein	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|418489171|ref|YP_007003027.1|	147	754197991	WP_041812177	147	99.32	146	306.0	5.999999999999998e-104	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	hypothetical protein	29397	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii Lactobacillus delbrueckii subsp. lactis	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii subsp. lactis	37105	Lactobacillus phage JCL1032	phage transcriptional regulator AlpA	Lactobacillus delbrueckii	77	55	0.7142857142857143
gi|90592577|ref|YP_529837.1|	207	1233094729	WP_094498580	207	92.75	192	383.0	9.999999999999998e-133	508451	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus taiwanensis	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF3862 domain-containing protein	Lactobacillus taiwanensis	61	57	0.9344262295081968
gi|90592578|ref|YP_529838.1|	94	640582146	WP_025012264	150	100.0	94	199.0	3.999999999999999e-63	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	ImmA/IrrE family metallo-endopeptidase	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592581|ref|YP_529841.1|	111	499998088	WP_011678806	111	100.0	111	223.0	1.9999999999999997e-72	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF771 domain-containing protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592586|ref|YP_529846.1|	267	506514171	WP_015981445	267	100.0	267	546.0	0.0	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF1071 domain-containing protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592606|ref|YP_529866.1|	205	489744001	WP_003648039	205	100.0	205	425.0	4.999999999999999e-149	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF4145 domain-containing protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592626|ref|YP_529886.1|	120	506514203	WP_015981476	120	100.0	120	243.0	2.9999999999999993e-80	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF2577 domain-containing protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592627|ref|YP_529887.1|	138	737445249	WP_035425569	130	99.23	129	265.0	2e-88	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF2634 domain-containing protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592629|ref|YP_529889.1|	186	489744018	WP_003648055	186	100.0	186	372.0	3.999999999999999e-129	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	DUF2313 domain-containing protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|90592632|ref|YP_529892.1|	66	985493186	WP_060791224	66	93.94	62	127.0	5e-36	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	363555	Lactobacillus phage KC5a	XkdX family protein	Lactobacillus gasseri	61	57	0.9344262295081968
gi|77999990|ref|YP_358761.1|	57	951318435	WP_057705550	59	63.16	36	74.7	7e-16	942150	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus xiangfangensis	hypothetical protein	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	146269	Lactobacillus phage Lc-Nu	DUF1056 domain-containing protein	Lactobacillus xiangfangensis	51	49	0.9607843137254902
gi|77999997|ref|YP_358775.1|	47	506511582	WP_015978917	47	100.0	47	94.7	5.999999999999999e-24	47715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rhamnosus	hypothetical protein	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	146269	Lactobacillus phage Lc-Nu	XkdX family protein	Lactobacillus rhamnosus	51	49	0.9607843137254902
gi|78000007|ref|YP_358791.1|	106	523533833	WP_020752163	278	64.21	61	129.0	1e-33	47715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rhamnosus	hypothetical protein	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	146269	Lactobacillus phage Lc-Nu	helix-turn-helix domain-containing protein	Lactobacillus rhamnosus	51	49	0.9607843137254902
gi|78000018|ref|YP_358803.1|	142	506525447	WP_015992527	142	97.89	139	290.0	3.999999999999999e-98	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		hypothetical protein	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	146269	Lactobacillus phage Lc-Nu	MULTISPECIES: DUF1492 domain-containing protein	Lactobacillus	51	49	0.9607843137254902
gi|712912233|ref|YP_009098668.1|	98	1219264056	WP_089280863	98	54.64	53	105.0	1e-26	312168	Bacteria	Firmicutes	Clostridia	Clostridiales		Anaerovirgula	Anaerovirgula multivorans	hypothetical protein LDB17_009	1584	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii	1500733	Lactobacillus phage Ld17	phage gp6-like head-tail connector protein	Anaerovirgula multivorans	50	35	0.7
gi|712912274|ref|YP_009098709.1|	126	918103533	WP_052330576	131	42.4	53	101.0	2.0000000000000002e-24	1414720	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	hypothetical protein LDB17_050	1584	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii	1500733	Lactobacillus phage Ld17	HNH endonuclease	Clostridium saudiense	50	35	0.7
gi|712912169|ref|YP_009097887.1|	98	1219264056	WP_089280863	98	54.64	53	105.0	9.000000000000002e-27	312168	Bacteria	Firmicutes	Clostridia	Clostridiales		Anaerovirgula	Anaerovirgula multivorans	hypothetical protein LDB25A_008	1584	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii	1500734	Lactobacillus phage Ld25A	phage gp6-like head-tail connector protein	Anaerovirgula multivorans	51	34	0.6666666666666666
gi|712912212|ref|YP_009097930.1|	126	918103533	WP_052330576	131	43.2	54	101.0	2.9999999999999996e-24	1414720	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	hypothetical protein LDB25A_051	1584	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii	1500734	Lactobacillus phage Ld25A	HNH endonuclease	Clostridium saudiense	51	34	0.6666666666666666
gi|712912301|ref|YP_009098717.1|	103	1219264056	WP_089280863	98	55.67	54	109.0	2.9999999999999996e-28	312168	Bacteria	Firmicutes	Clostridia	Clostridiales		Anaerovirgula	Anaerovirgula multivorans	hypothetical protein LDB3_008	1584	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii	1500735	Lactobacillus phage Ld3	phage gp6-like head-tail connector protein	Anaerovirgula multivorans	49	32	0.6530612244897959
gi|712912342|ref|YP_009098758.1|	126	918103533	WP_052330576	131	42.4	53	101.0	2.9999999999999996e-24	1414720	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	hypothetical protein LDB3_049	1584	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii	Firmicutes Bacilli Lactobacillales	Lactobacillus delbrueckii	1500735	Lactobacillus phage Ld3	HNH endonuclease	Clostridium saudiense	49	32	0.6530612244897959
gi|418489398|ref|YP_007003215.1|	275	1172285848	WP_080669128	275	95.64	263	549.0	0.0	1613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	hypothetical protein	1591	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp.	Firmicutes Bacilli Lactobacillales	Lactobacillus sp.	947980	Lactobacillus phage LF1	phage tail family protein	Lactobacillus fermentum	57	51	0.8947368421052632
gi|418489404|ref|YP_007003221.1|	373	950141942	WP_057194936	373	90.35	337	697.0	0.0	1613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	hypothetical protein	1591	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp.	Firmicutes Bacilli Lactobacillales	Lactobacillus sp.	947980	Lactobacillus phage LF1	DUF2479 domain-containing protein	Lactobacillus fermentum	57	51	0.8947368421052632
gi|418489416|ref|YP_007003233.1|	253	737455766	WP_035435905	253	94.07	238	487.0	5.999999999999997e-172	1613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	hypothetical protein	1591	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp.	Firmicutes Bacilli Lactobacillales	Lactobacillus sp.	947980	Lactobacillus phage LF1	DUF4393 domain-containing protein	Lactobacillus fermentum	57	51	0.8947368421052632
gi|418489429|ref|YP_007003246.1|	282	896170398	WP_049184007	282	97.16	274	580.0	0.0	1613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	hypothetical protein	1591	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp.	Firmicutes Bacilli Lactobacillales	Lactobacillus sp.	947980	Lactobacillus phage LF1	phage protein	Lactobacillus fermentum	57	51	0.8947368421052632
gi|418489437|ref|YP_007003254.1|	122	950141921	WP_057194915	124	58.2	71	143.0	6e-41	1613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	hypothetical protein	1591	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp.	Firmicutes Bacilli Lactobacillales	Lactobacillus sp.	947980	Lactobacillus phage LF1	DUF3310 domain-containing protein	Lactobacillus fermentum	57	51	0.8947368421052632
